0    -5.74594873278852e-22    -5.52776369035632e-22    1.09364964520562e-11    4.96161758411686e-09    3.30703741316245e-06    7.0438750586001e-05
25.7000000000084    -nan    -nan    -nan    -nan    0    0
25.8000000000085    -nan    -nan    -nan    -nan    0    0
25.9000000000087    -nan    -nan    -nan    -nan    0    0
26.0000000000088    -nan    -nan    -nan    -nan    0    0
26.1000000000089    -nan    -nan    -nan    -nan    0    0
26.200000000009    -nan    -nan    -nan    -nan    0    0
26.3000000000092    -nan    -nan    -nan    -nan    0    0
26.4000000000093    -nan    -nan    -nan    -nan    0    0
26.5000000000094    -nan    -nan    -nan    -nan    0    0
26.6000000000095    -nan    -nan    -nan    -nan    0    0
26.7000000000096    -nan    -nan    -nan    -nan    0    0
26.8000000000098    -nan    -nan    -nan    -nan    0    0
26.9000000000099    -nan    -nan    -nan    -nan    0    0
27.00000000001    -nan    -nan    -nan    -nan    0    0
27.1000000000101    -nan    -nan    -nan    -nan    0    0
27.2000000000103    -nan    -nan    -nan    -nan    0    0
27.3000000000104    -nan    -nan    -nan    -nan    0    0
27.4000000000105    -nan    -nan    -nan    -nan    0    0
27.5000000000106    -nan    -nan    -nan    -nan    0    0
27.6000000000107    -nan    -nan    -nan    -nan    0    0
27.7000000000109    -nan    -nan    -nan    -nan    0    0
27.800000000011    -nan    -nan    -nan    -nan    0    0
27.9000000000111    -nan    -nan    -nan    -nan    0    0
28.0000000000112    -nan    -nan    -nan    -nan    0    0
28.1000000000114    -nan    -nan    -nan    -nan    0    0
28.2000000000115    -nan    -nan    -nan    -nan    0    0
28.3000000000116    -nan    -nan    -nan    -nan    0    0
28.4000000000117    -nan    -nan    -nan    -nan    0    0
28.5000000000118    -nan    -nan    -nan    -nan    0    0
28.600000000012    -nan    -nan    -nan    -nan    0    0
28.7000000000121    -nan    -nan    -nan    -nan    0    0
28.8000000000122    -nan    -nan    -nan    -nan    0    0
28.9000000000123    -nan    -nan    -nan    -nan    0    0
29.0000000000125    -nan    -nan    -nan    -nan    0    0
29.1000000000126    -nan    -nan    -nan    -nan    0    0
29.2000000000127    -nan    -nan    -nan    -nan    0    0
29.3000000000128    -nan    -nan    -nan    -nan    0    0
29.4000000000129    -nan    -nan    -nan    -nan    0    0
29.5000000000131    -nan    -nan    -nan    -nan    0    0
29.6000000000132    -nan    -nan    -nan    -nan    0    0
29.7000000000133    -nan    -nan    -nan    -nan    0    0
29.8000000000134    -nan    -nan    -nan    -nan    0    0
29.9000000000136    -nan    -nan    -nan    -nan    0    0
30.0000000000137    -nan    -nan    -nan    -nan    0    0
30.1000000000138    -nan    -nan    -nan    -nan    0    0
30.2000000000139    -nan    -nan    -nan    -nan    0    0
30.300000000014    -nan    -nan    -nan    -nan    0    0
30.4000000000142    -nan    -nan    -nan    -nan    0    0
30.5000000000143    -nan    -nan    -nan    -nan    0    0
30.6000000000144    -nan    -nan    -nan    -nan    0    0
30.7000000000145    -nan    -nan    -nan    -nan    0    0
30.8000000000147    -nan    -nan    -nan    -nan    0    0
30.9000000000148    -nan    -nan    -nan    -nan    0    0
31.0000000000149    -nan    -nan    -nan    -nan    0    0
31.100000000015    -nan    -nan    -nan    -nan    0    0
31.2000000000151    -nan    -nan    -nan    -nan    0    0
31.3000000000153    -nan    -nan    -nan    -nan    0    0
31.4000000000154    -nan    -nan    -nan    -nan    0    0
31.5000000000155    -nan    -nan    -nan    -nan    0    0
31.6000000000156    -nan    -nan    -nan    -nan    0    0
31.7000000000158    -nan    -nan    -nan    -nan    0    0
31.8000000000159    -nan    -nan    -nan    -nan    0    0
31.900000000016    -nan    -nan    -nan    -nan    0    0
32.0000000000161    -nan    -nan    -nan    -nan    0    0
32.1000000000159    -nan    -nan    -nan    -nan    0    0
32.2000000000157    -nan    -nan    -nan    -nan    0    0
32.3000000000154    -nan    -nan    -nan    -nan    0    0
32.4000000000152    -nan    -nan    -nan    -nan    0    0
32.500000000015    -nan    -nan    -nan    -nan    0    0
32.6000000000147    -nan    -nan    -nan    -nan    0    0
32.7000000000145    -nan    -nan    -nan    -nan    0    0
32.8000000000143    -nan    -nan    -nan    -nan    0    0
32.900000000014    -nan    -nan    -nan    -nan    0    0
33.0000000000138    -nan    -nan    -nan    -nan    0    0
33.1000000000136    -nan    -nan    -nan    -nan    0    0
33.2000000000133    -nan    -nan    -nan    -nan    0    0
33.3000000000131    -nan    -nan    -nan    -nan    0    0
33.4000000000129    -nan    -nan    -nan    -nan    0    0
33.5000000000126    -nan    -nan    -nan    -nan    0    0
33.6000000000124    -nan    -nan    -nan    -nan    0    0
33.7000000000122    -nan    -nan    -nan    -nan    0    0
33.8000000000119    -nan    -nan    -nan    -nan    0    0
33.9000000000117    -nan    -nan    -nan    -nan    0    0
34.0000000000115    -nan    -nan    -nan    -nan    0    0
34.1000000000112    -nan    -nan    -nan    -nan    0    0
34.200000000011    -nan    -nan    -nan    -nan    0    0
34.3000000000108    -nan    -nan    -nan    -nan    0    0
34.4000000000105    -nan    -nan    -nan    -nan    0    0
34.5000000000103    -nan    -nan    -nan    -nan    0    0
34.6000000000101    -nan    -nan    -nan    -nan    0    0
34.7000000000098    -nan    -nan    -nan    -nan    0    0
34.8000000000096    -nan    -nan    -nan    -nan    0    0
34.9000000000094    -nan    -nan    -nan    -nan    0    0
35.0000000000091    -nan    -nan    -nan    -nan    0    0
35.1000000000089    -nan    -nan    -nan    -nan    0    0
35.2000000000087    -nan    -nan    -nan    -nan    0    0
35.3000000000084    -nan    -nan    -nan    -nan    0    0
35.4000000000082    -nan    -nan    -nan    -nan    0    0
35.500000000008    -nan    -nan    -nan    -nan    0    0
35.6000000000077    -nan    -nan    -nan    -nan    0    0
35.7000000000075    -nan    -nan    -nan    -nan    0    0
35.8000000000073    -nan    -nan    -nan    -nan    0    0
35.900000000007    -nan    -nan    -nan    -nan    0    0
36.0000000000068    -nan    -nan    -nan    -nan    0    0
36.1000000000066    -nan    -nan    -nan    -nan    0    0
36.2000000000063    -nan    -nan    -nan    -nan    0    0
36.3000000000061    -nan    -nan    -nan    -nan    0    0
36.4000000000059    -nan    -nan    -nan    -nan    0    0
36.5000000000056    -nan    -nan    -nan    -nan    0    0
36.6000000000054    -nan    -nan    -nan    -nan    0    0
36.7000000000052    -nan    -nan    -nan    -nan    0    0
36.8000000000049    -nan    -nan    -nan    -nan    0    0
36.9000000000047    -nan    -nan    -nan    -nan    0    0
37.0000000000045    -nan    -nan    -nan    -nan    0    0
37.1000000000042    -nan    -nan    -nan    -nan    0    0
37.200000000004    -nan    -nan    -nan    -nan    0    0
37.3000000000038    -nan    -nan    -nan    -nan    0    0
37.4000000000035    -nan    -nan    -nan    -nan    0    0
37.5000000000033    -nan    -nan    -nan    -nan    0    0
37.6000000000031    -nan    -nan    -nan    -nan    0    0
37.7000000000028    -nan    -nan    -nan    -nan    0    0
37.8000000000026    -nan    -nan    -nan    -nan    0    0
37.9000000000024    -nan    -nan    -nan    -nan    0    0
38.0000000000021    -nan    -nan    -nan    -nan    0    0
38.1000000000019    -nan    -nan    -nan    -nan    0    0
38.2000000000017    -nan    -nan    -nan    -nan    0    0
38.3000000000014    -nan    -nan    -nan    -nan    0    0
38.4000000000012    -nan    -nan    -nan    -nan    0    0
38.500000000001    -nan    -nan    -nan    -nan    0    0
38.6000000000007    -nan    -nan    -nan    -nan    0    0
38.7000000000005    -nan    -nan    -nan    -nan    0    0
38.8000000000003    -nan    -nan    -nan    -nan    0    0
38.9    -nan    -nan    -nan    -nan    0    0
38.9999999999998    -nan    -nan    -nan    -nan    0    0
39.0999999999996    -nan    -nan    -nan    -nan    0    0
39.1999999999993    -nan    -nan    -nan    -nan    0    0
39.2999999999991    -nan    -nan    -nan    -nan    0    0
39.3999999999989    -nan    -nan    -nan    -nan    0    0
39.4999999999986    -nan    -nan    -nan    -nan    0    0
39.5999999999984    -nan    -nan    -nan    -nan    0    0
39.6999999999982    -nan    -nan    -nan    -nan    0    0
39.7999999999979    -nan    -nan    -nan    -nan    0    0
39.8999999999977    -nan    -nan    -nan    -nan    0    0
39.9999999999975    -nan    -nan    -nan    -nan    0    0
40.0999999999972    -nan    -nan    -nan    -nan    0    0
40.199999999997    -nan    -nan    -nan    -nan    0    0
40.2999999999968    -nan    -nan    -nan    -nan    0    0
40.3999999999965    -nan    -nan    -nan    -nan    0    0
40.4999999999963    -nan    -nan    -nan    -nan    0    0
40.5999999999961    -nan    -nan    -nan    -nan    0    0
40.6999999999958    -nan    -nan    -nan    -nan    0    0
40.7999999999956    -nan    -nan    -nan    -nan    0    0
40.8999999999954    -nan    -nan    -nan    -nan    0    0
40.9999999999951    -nan    -nan    -nan    -nan    0    0
41.0999999999949    -nan    -nan    -nan    -nan    0    0
41.1999999999947    -nan    -nan    -nan    -nan    0    0
41.2999999999944    -nan    -nan    -nan    -nan    0    0
41.3999999999942    -nan    -nan    -nan    -nan    0    0
41.499999999994    -nan    -nan    -nan    -nan    0    0
41.5999999999937    -nan    -nan    -nan    -nan    0    0
41.6999999999935    -nan    -nan    -nan    -nan    0    0
41.7999999999933    -nan    -nan    -nan    -nan    0    0
41.899999999993    -nan    -nan    -nan    -nan    0    0
41.9999999999928    -nan    -nan    -nan    -nan    0    0
42.0999999999926    -nan    -nan    -nan    -nan    0    0
42.1999999999924    -nan    -nan    -nan    -nan    0    0
42.2999999999921    -nan    -nan    -nan    -nan    0    0
42.3999999999919    -nan    -nan    -nan    -nan    0    0
42.4999999999917    -nan    -nan    -nan    -nan    0    0
42.5999999999914    -nan    -nan    -nan    -nan    0    0
42.6999999999912    -nan    -nan    -nan    -nan    0    0
42.799999999991    -nan    -nan    -nan    -nan    0    0
42.8999999999907    -nan    -nan    -nan    -nan    0    0
42.9999999999905    -nan    -nan    -nan    -nan    0    0
43.0999999999903    -nan    -nan    -nan    -nan    0    0
43.19999999999    -nan    -nan    -nan    -nan    0    0
43.2999999999898    -nan    -nan    -nan    -nan    0    0
43.3999999999896    -nan    -nan    -nan    -nan    0    0
43.4999999999893    -nan    -nan    -nan    -nan    0    0
43.5999999999891    -nan    -nan    -nan    -nan    0    0
43.6999999999889    -nan    -nan    -nan    -nan    0    0
43.7999999999886    -nan    -nan    -nan    -nan    0    0
43.8999999999884    -nan    -nan    -nan    -nan    0    0
43.9999999999882    -nan    -nan    -nan    -nan    0    0
44.0999999999879    -nan    -nan    -nan    -nan    0    0
44.1999999999877    -nan    -nan    -nan    -nan    0    0
44.2999999999875    -nan    -nan    -nan    -nan    0    0
44.3999999999872    -nan    -nan    -nan    -nan    0    0
44.499999999987    -nan    -nan    -nan    -nan    0    0
44.5999999999868    -nan    -nan    -nan    -nan    0    0
44.6999999999865    -nan    -nan    -nan    -nan    0    0
44.7999999999863    -nan    -nan    -nan    -nan    0    0
44.8999999999861    -nan    -nan    -nan    -nan    0    0
44.9999999999858    -nan    -nan    -nan    -nan    0    0
45.0999999999856    -nan    -nan    -nan    -nan    0    0
45.1999999999854    -nan    -nan    -nan    -nan    0    0
45.2999999999851    -nan    -nan    -nan    -nan    0    0
45.3999999999849    -nan    -nan    -nan    -nan    0    0
45.4999999999847    -nan    -nan    -nan    -nan    0    0
45.5999999999844    -nan    -nan    -nan    -nan    0    0
45.6999999999842    -nan    -nan    -nan    -nan    0    0
45.799999999984    -nan    -nan    -nan    -nan    0    0
45.8999999999837    -nan    -nan    -nan    -nan    0    0
45.9999999999835    -nan    -nan    -nan    -nan    0    0
46.0999999999833    -nan    -nan    -nan    -nan    0    0
46.199999999983    -nan    -nan    -nan    -nan    0    0
46.2999999999828    -nan    -nan    -nan    -nan    0    0
46.3999999999826    -nan    -nan    -nan    -nan    0    0
46.4999999999823    -nan    -nan    -nan    -nan    0    0
46.5999999999821    -nan    -nan    -nan    -nan    0    0
46.6999999999819    -nan    -nan    -nan    -nan    0    0
46.7999999999816    -nan    -nan    -nan    -nan    0    0
46.8999999999814    -nan    -nan    -nan    -nan    0    0
46.9999999999812    -nan    -nan    -nan    -nan    0    0
47.0999999999809    -nan    -nan    -nan    -nan    0    0
47.1999999999807    -nan    -nan    -nan    -nan    0    0
47.2999999999805    -nan    -nan    -nan    -nan    0    0
47.3999999999802    -nan    -nan    -nan    -nan    0    0
47.49999999998    -nan    -nan    -nan    -nan    0    0
47.5999999999798    -nan    -nan    -nan    -nan    0    0
47.6999999999795    -nan    -nan    -nan    -nan    0    0
47.7999999999793    -nan    -nan    -nan    -nan    0    0
47.8999999999791    -nan    -nan    -nan    -nan    0    0
