0 0 0
124.000000000027 -nan -nan
125.000000000027 -nan -nan
126.000000000028 -nan -nan
127.000000000028 -nan -nan
128.000000000029 -nan -nan
129.000000000028 -nan -nan
130.000000000027 -nan -nan
131.000000000026 -nan -nan
132.000000000025 -nan -nan
133.000000000024 -nan -nan
134.000000000023 -nan -nan
135.000000000022 -nan -nan
136.000000000021 -nan -nan
137.00000000002 -nan -nan
138.000000000019 -nan -nan
139.000000000019 -nan -nan
140.000000000018 -nan -nan
141.000000000017 -nan -nan
142.000000000016 -nan -nan
143.000000000015 -nan -nan
144.000000000014 -nan -nan
145.000000000013 -nan -nan
146.000000000012 -nan -nan
147.000000000011 -nan -nan
148.00000000001 -nan -nan
149.000000000009 -nan -nan
150.000000000009 -nan -nan
151.000000000008 -nan -nan
152.000000000007 -nan -nan
153.000000000006 -nan -nan
154.000000000005 -nan -nan
155.000000000004 -nan -nan
156.000000000003 -nan -nan
157.000000000002 -nan -nan
158.000000000001 -nan -nan
159 -nan -nan
159.999999999999 -nan -nan
160.999999999999 -nan -nan
161.999999999998 -nan -nan
162.999999999997 -nan -nan
163.999999999996 -nan -nan
164.999999999995 -nan -nan
165.999999999994 -nan -nan
166.999999999993 -nan -nan
167.999999999992 -nan -nan
168.999999999991 -nan -nan
169.99999999999 -nan -nan
170.999999999989 -nan -nan
171.999999999989 -nan -nan
172.999999999988 -nan -nan
173.999999999987 -nan -nan
174.999999999986 -nan -nan
175.999999999985 -nan -nan
176.999999999984 -nan -nan
177.999999999983 -nan -nan
178.999999999982 -nan -nan
179.999999999981 -nan -nan
180.99999999998 -nan -nan
181.999999999979 -nan -nan
182.999999999979 -nan -nan
183.999999999978 -nan -nan
184.999999999977 -nan -nan
185.999999999976 -nan -nan
186.999999999975 -nan -nan
187.999999999974 -nan -nan
188.999999999973 -nan -nan
189.999999999972 -nan -nan
190.999999999971 -nan -nan
191.99999999997 -nan -nan
192.999999999969 -nan -nan
193.999999999969 -nan -nan
194.999999999968 -nan -nan
195.999999999967 -nan -nan
196.999999999966 -nan -nan
197.999999999965 -nan -nan
198.999999999964 -nan -nan
