0    -8.13852018698413e-25    -3.38627063263896e-24    1.12100530548121e-14    5.21341070002005e-10    1.05877538008834e-07    2.28328944727121e-05
4.59999999999995    -nan    -nan    -nan    -nan    0    0
4.69999999999994    -nan    -nan    -nan    -nan    0    0
4.79999999999994    -nan    -nan    -nan    -nan    0    0
4.89999999999994    -nan    -nan    -nan    -nan    0    0
4.99999999999994    -nan    -nan    -nan    -nan    0    0
5.09999999999994    -nan    -nan    -nan    -nan    0    0
5.19999999999993    -nan    -nan    -nan    -nan    0    0
5.29999999999993    -nan    -nan    -nan    -nan    0    0
5.39999999999993    -nan    -nan    -nan    -nan    0    0
5.49999999999993    -nan    -nan    -nan    -nan    0    0
5.59999999999993    -nan    -nan    -nan    -nan    0    0
5.69999999999992    -nan    -nan    -nan    -nan    0    0
5.79999999999992    -nan    -nan    -nan    -nan    0    0
5.89999999999992    -nan    -nan    -nan    -nan    0    0
5.99999999999992    -nan    -nan    -nan    -nan    0    0
6.09999999999991    -nan    -nan    -nan    -nan    0    0
6.19999999999991    -nan    -nan    -nan    -nan    0    0
6.29999999999991    -nan    -nan    -nan    -nan    0    0
6.39999999999991    -nan    -nan    -nan    -nan    0    0
6.49999999999991    -nan    -nan    -nan    -nan    0    0
6.5999999999999    -nan    -nan    -nan    -nan    0    0
6.6999999999999    -nan    -nan    -nan    -nan    0    0
6.7999999999999    -nan    -nan    -nan    -nan    0    0
6.8999999999999    -nan    -nan    -nan    -nan    0    0
6.9999999999999    -nan    -nan    -nan    -nan    0    0
7.09999999999989    -nan    -nan    -nan    -nan    0    0
7.19999999999989    -nan    -nan    -nan    -nan    0    0
7.29999999999989    -nan    -nan    -nan    -nan    0    0
7.39999999999989    -nan    -nan    -nan    -nan    0    0
7.49999999999988    -nan    -nan    -nan    -nan    0    0
7.59999999999988    -nan    -nan    -nan    -nan    0    0
7.69999999999988    -nan    -nan    -nan    -nan    0    0
7.79999999999988    -nan    -nan    -nan    -nan    0    0
7.89999999999988    -nan    -nan    -nan    -nan    0    0
7.99999999999987    -nan    -nan    -nan    -nan    0    0
8.09999999999987    -nan    -nan    -nan    -nan    0    0
8.19999999999987    -nan    -nan    -nan    -nan    0    0
8.29999999999987    -nan    -nan    -nan    -nan    0    0
8.39999999999987    -nan    -nan    -nan    -nan    0    0
8.49999999999986    -nan    -nan    -nan    -nan    0    0
8.59999999999986    -nan    -nan    -nan    -nan    0    0
8.69999999999986    -nan    -nan    -nan    -nan    0    0
8.79999999999986    -nan    -nan    -nan    -nan    0    0
8.89999999999985    -nan    -nan    -nan    -nan    0    0
8.99999999999985    -nan    -nan    -nan    -nan    0    0
9.09999999999985    -nan    -nan    -nan    -nan    0    0
9.19999999999985    -nan    -nan    -nan    -nan    0    0
9.29999999999985    -nan    -nan    -nan    -nan    0    0
9.39999999999984    -nan    -nan    -nan    -nan    0    0
9.49999999999984    -nan    -nan    -nan    -nan    0    0
9.59999999999984    -nan    -nan    -nan    -nan    0    0
9.69999999999984    -nan    -nan    -nan    -nan    0    0
9.79999999999984    -nan    -nan    -nan    -nan    0    0
9.89999999999983    -nan    -nan    -nan    -nan    0    0
9.99999999999983    -nan    -nan    -nan    -nan    0    0
10.0999999999998    -nan    -nan    -nan    -nan    0    0
10.1999999999998    -nan    -nan    -nan    -nan    0    0
10.2999999999998    -nan    -nan    -nan    -nan    0    0
10.3999999999998    -nan    -nan    -nan    -nan    0    0
10.4999999999998    -nan    -nan    -nan    -nan    0    0
10.5999999999998    -nan    -nan    -nan    -nan    0    0
10.6999999999998    -nan    -nan    -nan    -nan    0    0
10.7999999999998    -nan    -nan    -nan    -nan    0    0
10.8999999999998    -nan    -nan    -nan    -nan    0    0
10.9999999999998    -nan    -nan    -nan    -nan    0    0
11.0999999999998    -nan    -nan    -nan    -nan    0    0
11.1999999999998    -nan    -nan    -nan    -nan    0    0
11.2999999999998    -nan    -nan    -nan    -nan    0    0
11.3999999999998    -nan    -nan    -nan    -nan    0    0
11.4999999999998    -nan    -nan    -nan    -nan    0    0
11.5999999999998    -nan    -nan    -nan    -nan    0    0
11.6999999999998    -nan    -nan    -nan    -nan    0    0
11.7999999999998    -nan    -nan    -nan    -nan    0    0
11.8999999999998    -nan    -nan    -nan    -nan    0    0
11.9999999999998    -nan    -nan    -nan    -nan    0    0
12.0999999999998    -nan    -nan    -nan    -nan    0    0
12.1999999999998    -nan    -nan    -nan    -nan    0    0
12.2999999999998    -nan    -nan    -nan    -nan    0    0
12.3999999999998    -nan    -nan    -nan    -nan    0    0
12.4999999999998    -nan    -nan    -nan    -nan    0    0
12.5999999999998    -nan    -nan    -nan    -nan    0    0
12.6999999999998    -nan    -nan    -nan    -nan    0    0
12.7999999999998    -nan    -nan    -nan    -nan    0    0
12.8999999999998    -nan    -nan    -nan    -nan    0    0
12.9999999999998    -nan    -nan    -nan    -nan    0    0
13.0999999999998    -nan    -nan    -nan    -nan    0    0
13.1999999999998    -nan    -nan    -nan    -nan    0    0
13.2999999999998    -nan    -nan    -nan    -nan    0    0
13.3999999999998    -nan    -nan    -nan    -nan    0    0
13.4999999999998    -nan    -nan    -nan    -nan    0    0
13.5999999999998    -nan    -nan    -nan    -nan    0    0
13.6999999999998    -nan    -nan    -nan    -nan    0    0
13.7999999999998    -nan    -nan    -nan    -nan    0    0
13.8999999999997    -nan    -nan    -nan    -nan    0    0
13.9999999999997    -nan    -nan    -nan    -nan    0    0
14.0999999999997    -nan    -nan    -nan    -nan    0    0
14.1999999999997    -nan    -nan    -nan    -nan    0    0
14.2999999999997    -nan    -nan    -nan    -nan    0    0
14.3999999999997    -nan    -nan    -nan    -nan    0    0
14.4999999999997    -nan    -nan    -nan    -nan    0    0
14.5999999999997    -nan    -nan    -nan    -nan    0    0
14.6999999999997    -nan    -nan    -nan    -nan    0    0
14.7999999999997    -nan    -nan    -nan    -nan    0    0
14.8999999999997    -nan    -nan    -nan    -nan    0    0
14.9999999999997    -nan    -nan    -nan    -nan    0    0
15.0999999999997    -nan    -nan    -nan    -nan    0    0
15.1999999999997    -nan    -nan    -nan    -nan    0    0
15.2999999999997    -nan    -nan    -nan    -nan    0    0
15.3999999999997    -nan    -nan    -nan    -nan    0    0
15.4999999999997    -nan    -nan    -nan    -nan    0    0
15.5999999999997    -nan    -nan    -nan    -nan    0    0
15.6999999999997    -nan    -nan    -nan    -nan    0    0
15.7999999999997    -nan    -nan    -nan    -nan    0    0
15.8999999999997    -nan    -nan    -nan    -nan    0    0
15.9999999999997    -nan    -nan    -nan    -nan    0    0
16.0999999999997    -nan    -nan    -nan    -nan    0    0
16.1999999999997    -nan    -nan    -nan    -nan    0    0
16.2999999999997    -nan    -nan    -nan    -nan    0    0
16.3999999999998    -nan    -nan    -nan    -nan    0    0
16.4999999999998    -nan    -nan    -nan    -nan    0    0
16.5999999999998    -nan    -nan    -nan    -nan    0    0
16.6999999999998    -nan    -nan    -nan    -nan    0    0
16.7999999999998    -nan    -nan    -nan    -nan    0    0
16.8999999999998    -nan    -nan    -nan    -nan    0    0
16.9999999999999    -nan    -nan    -nan    -nan    0    0
17.0999999999999    -nan    -nan    -nan    -nan    0    0
17.1999999999999    -nan    -nan    -nan    -nan    0    0
17.2999999999999    -nan    -nan    -nan    -nan    0    0
17.3999999999999    -nan    -nan    -nan    -nan    0    0
17.4999999999999    -nan    -nan    -nan    -nan    0    0
17.6    -nan    -nan    -nan    -nan    0    0
17.7    -nan    -nan    -nan    -nan    0    0
17.8    -nan    -nan    -nan    -nan    0    0
17.9    -nan    -nan    -nan    -nan    0    0
18    -nan    -nan    -nan    -nan    0    0
18.1    -nan    -nan    -nan    -nan    0    0
18.2    -nan    -nan    -nan    -nan    0    0
18.3000000000001    -nan    -nan    -nan    -nan    0    0
18.4000000000001    -nan    -nan    -nan    -nan    0    0
18.5000000000001    -nan    -nan    -nan    -nan    0    0
18.6000000000001    -nan    -nan    -nan    -nan    0    0
18.7000000000001    -nan    -nan    -nan    -nan    0    0
18.8000000000001    -nan    -nan    -nan    -nan    0    0
18.9000000000002    -nan    -nan    -nan    -nan    0    0
19.0000000000002    -nan    -nan    -nan    -nan    0    0
19.1000000000002    -nan    -nan    -nan    -nan    0    0
19.2000000000002    -nan    -nan    -nan    -nan    0    0
19.3000000000002    -nan    -nan    -nan    -nan    0    0
19.4000000000002    -nan    -nan    -nan    -nan    0    0
19.5000000000002    -nan    -nan    -nan    -nan    0    0
19.6000000000003    -nan    -nan    -nan    -nan    0    0
19.7000000000003    -nan    -nan    -nan    -nan    0    0
19.8000000000003    -nan    -nan    -nan    -nan    0    0
19.9000000000003    -nan    -nan    -nan    -nan    0    0
20.0000000000003    -nan    -nan    -nan    -nan    0    0
20.1000000000003    -nan    -nan    -nan    -nan    0    0
20.2000000000004    -nan    -nan    -nan    -nan    0    0
20.3000000000004    -nan    -nan    -nan    -nan    0    0
20.4000000000004    -nan    -nan    -nan    -nan    0    0
20.5000000000004    -nan    -nan    -nan    -nan    0    0
20.6000000000004    -nan    -nan    -nan    -nan    0    0
20.7000000000004    -nan    -nan    -nan    -nan    0    0
20.8000000000005    -nan    -nan    -nan    -nan    0    0
20.9000000000005    -nan    -nan    -nan    -nan    0    0
21.0000000000005    -nan    -nan    -nan    -nan    0    0
21.1000000000005    -nan    -nan    -nan    -nan    0    0
21.2000000000005    -nan    -nan    -nan    -nan    0    0
21.3000000000005    -nan    -nan    -nan    -nan    0    0
21.4000000000005    -nan    -nan    -nan    -nan    0    0
21.5000000000006    -nan    -nan    -nan    -nan    0    0
21.6000000000006    -nan    -nan    -nan    -nan    0    0
21.7000000000006    -nan    -nan    -nan    -nan    0    0
21.8000000000006    -nan    -nan    -nan    -nan    0    0
21.9000000000006    -nan    -nan    -nan    -nan    0    0
22.0000000000006    -nan    -nan    -nan    -nan    0    0
22.1000000000007    -nan    -nan    -nan    -nan    0    0
22.2000000000007    -nan    -nan    -nan    -nan    0    0
22.3000000000007    -nan    -nan    -nan    -nan    0    0
22.4000000000007    -nan    -nan    -nan    -nan    0    0
22.5000000000007    -nan    -nan    -nan    -nan    0    0
22.6000000000007    -nan    -nan    -nan    -nan    0    0
22.7000000000007    -nan    -nan    -nan    -nan    0    0
22.8000000000008    -nan    -nan    -nan    -nan    0    0
22.9000000000008    -nan    -nan    -nan    -nan    0    0
23.0000000000008    -nan    -nan    -nan    -nan    0    0
23.1000000000008    -nan    -nan    -nan    -nan    0    0
23.2000000000008    -nan    -nan    -nan    -nan    0    0
23.3000000000008    -nan    -nan    -nan    -nan    0    0
23.4000000000009    -nan    -nan    -nan    -nan    0    0
23.5000000000009    -nan    -nan    -nan    -nan    0    0
23.6000000000009    -nan    -nan    -nan    -nan    0    0
23.7000000000009    -nan    -nan    -nan    -nan    0    0
23.8000000000009    -nan    -nan    -nan    -nan    0    0
23.9000000000009    -nan    -nan    -nan    -nan    0    0
24.000000000001    -nan    -nan    -nan    -nan    0    0
24.100000000001    -nan    -nan    -nan    -nan    0    0
24.200000000001    -nan    -nan    -nan    -nan    0    0
24.300000000001    -nan    -nan    -nan    -nan    0    0
24.400000000001    -nan    -nan    -nan    -nan    0    0
24.500000000001    -nan    -nan    -nan    -nan    0    0
24.600000000001    -nan    -nan    -nan    -nan    0    0
24.7000000000011    -nan    -nan    -nan    -nan    0    0
24.8000000000011    -nan    -nan    -nan    -nan    0    0
24.9000000000011    -nan    -nan    -nan    -nan    0    0
25.0000000000011    -nan    -nan    -nan    -nan    0    0
25.1000000000011    -nan    -nan    -nan    -nan    0    0
25.2000000000011    -nan    -nan    -nan    -nan    0    0
25.3000000000012    -nan    -nan    -nan    -nan    0    0
25.4000000000012    -nan    -nan    -nan    -nan    0    0
25.5000000000012    -nan    -nan    -nan    -nan    0    0
25.6000000000012    -nan    -nan    -nan    -nan    0    0
25.7000000000012    -nan    -nan    -nan    -nan    0    0
25.8000000000012    -nan    -nan    -nan    -nan    0    0
25.9000000000012    -nan    -nan    -nan    -nan    0    0
26.0000000000013    -nan    -nan    -nan    -nan    0    0
26.1000000000013    -nan    -nan    -nan    -nan    0    0
26.2000000000013    -nan    -nan    -nan    -nan    0    0
26.3000000000013    -nan    -nan    -nan    -nan    0    0
26.4000000000013    -nan    -nan    -nan    -nan    0    0
26.5000000000013    -nan    -nan    -nan    -nan    0    0
26.6000000000014    -nan    -nan    -nan    -nan    0    0
26.7000000000014    -nan    -nan    -nan    -nan    0    0
26.8000000000014    -nan    -nan    -nan    -nan    0    0
26.9000000000014    -nan    -nan    -nan    -nan    0    0
27.0000000000014    -nan    -nan    -nan    -nan    0    0
27.1000000000014    -nan    -nan    -nan    -nan    0    0
27.2000000000015    -nan    -nan    -nan    -nan    0    0
27.3000000000015    -nan    -nan    -nan    -nan    0    0
27.4000000000015    -nan    -nan    -nan    -nan    0    0
27.5000000000015    -nan    -nan    -nan    -nan    0    0
27.6000000000015    -nan    -nan    -nan    -nan    0    0
27.7000000000015    -nan    -nan    -nan    -nan    0    0
27.8000000000015    -nan    -nan    -nan    -nan    0    0
27.9000000000016    -nan    -nan    -nan    -nan    0    0
28.0000000000016    -nan    -nan    -nan    -nan    0    0
28.1000000000016    -nan    -nan    -nan    -nan    0    0
28.2000000000016    -nan    -nan    -nan    -nan    0    0
28.3000000000016    -nan    -nan    -nan    -nan    0    0
28.4000000000016    -nan    -nan    -nan    -nan    0    0
28.5000000000017    -nan    -nan    -nan    -nan    0    0
28.6000000000017    -nan    -nan    -nan    -nan    0    0
28.7000000000017    -nan    -nan    -nan    -nan    0    0
28.8000000000017    -nan    -nan    -nan    -nan    0    0
28.9000000000017    -nan    -nan    -nan    -nan    0    0
29.0000000000017    -nan    -nan    -nan    -nan    0    0
29.1000000000017    -nan    -nan    -nan    -nan    0    0
29.2000000000018    -nan    -nan    -nan    -nan    0    0
29.3000000000018    -nan    -nan    -nan    -nan    0    0
29.4000000000018    -nan    -nan    -nan    -nan    0    0
29.5000000000018    -nan    -nan    -nan    -nan    0    0
29.6000000000018    -nan    -nan    -nan    -nan    0    0
29.7000000000018    -nan    -nan    -nan    -nan    0    0
29.8000000000019    -nan    -nan    -nan    -nan    0    0
29.9000000000019    -nan    -nan    -nan    -nan    0    0
30.0000000000019    -nan    -nan    -nan    -nan    0    0
30.1000000000019    -nan    -nan    -nan    -nan    0    0
30.2000000000019    -nan    -nan    -nan    -nan    0    0
30.3000000000019    -nan    -nan    -nan    -nan    0    0
30.400000000002    -nan    -nan    -nan    -nan    0    0
30.500000000002    -nan    -nan    -nan    -nan    0    0
30.600000000002    -nan    -nan    -nan    -nan    0    0
30.700000000002    -nan    -nan    -nan    -nan    0    0
30.800000000002    -nan    -nan    -nan    -nan    0    0
30.900000000002    -nan    -nan    -nan    -nan    0    0
31.000000000002    -nan    -nan    -nan    -nan    0    0
31.1000000000021    -nan    -nan    -nan    -nan    0    0
31.2000000000021    -nan    -nan    -nan    -nan    0    0
31.3000000000021    -nan    -nan    -nan    -nan    0    0
31.4000000000021    -nan    -nan    -nan    -nan    0    0
31.5000000000021    -nan    -nan    -nan    -nan    0    0
31.6000000000021    -nan    -nan    -nan    -nan    0    0
31.7000000000022    -nan    -nan    -nan    -nan    0    0
31.8000000000022    -nan    -nan    -nan    -nan    0    0
31.9000000000022    -nan    -nan    -nan    -nan    0    0
32.0000000000022    -nan    -nan    -nan    -nan    0    0
32.1000000000022    -nan    -nan    -nan    -nan    0    0
32.2000000000022    -nan    -nan    -nan    -nan    0    0
32.3000000000021    -nan    -nan    -nan    -nan    0    0
32.4000000000021    -nan    -nan    -nan    -nan    0    0
32.5000000000021    -nan    -nan    -nan    -nan    0    0
32.6000000000021    -nan    -nan    -nan    -nan    0    0
32.7000000000021    -nan    -nan    -nan    -nan    0    0
32.800000000002    -nan    -nan    -nan    -nan    0    0
32.900000000002    -nan    -nan    -nan    -nan    0    0
33.000000000002    -nan    -nan    -nan    -nan    0    0
33.100000000002    -nan    -nan    -nan    -nan    0    0
33.200000000002    -nan    -nan    -nan    -nan    0    0
33.3000000000019    -nan    -nan    -nan    -nan    0    0
33.4000000000019    -nan    -nan    -nan    -nan    0    0
33.5000000000019    -nan    -nan    -nan    -nan    0    0
33.6000000000019    -nan    -nan    -nan    -nan    0    0
33.7000000000019    -nan    -nan    -nan    -nan    0    0
33.8000000000018    -nan    -nan    -nan    -nan    0    0
33.9000000000018    -nan    -nan    -nan    -nan    0    0
34.0000000000018    -nan    -nan    -nan    -nan    0    0
34.1000000000018    -nan    -nan    -nan    -nan    0    0
34.2000000000018    -nan    -nan    -nan    -nan    0    0
34.3000000000017    -nan    -nan    -nan    -nan    0    0
34.4000000000017    -nan    -nan    -nan    -nan    0    0
34.5000000000017    -nan    -nan    -nan    -nan    0    0
34.6000000000017    -nan    -nan    -nan    -nan    0    0
34.7000000000017    -nan    -nan    -nan    -nan    0    0
34.8000000000016    -nan    -nan    -nan    -nan    0    0
34.9000000000016    -nan    -nan    -nan    -nan    0    0
35.0000000000016    -nan    -nan    -nan    -nan    0    0
35.1000000000016    -nan    -nan    -nan    -nan    0    0
35.2000000000016    -nan    -nan    -nan    -nan    0    0
35.3000000000015    -nan    -nan    -nan    -nan    0    0
35.4000000000015    -nan    -nan    -nan    -nan    0    0
35.5000000000015    -nan    -nan    -nan    -nan    0    0
35.6000000000015    -nan    -nan    -nan    -nan    0    0
35.7000000000015    -nan    -nan    -nan    -nan    0    0
35.8000000000014    -nan    -nan    -nan    -nan    0    0
35.9000000000014    -nan    -nan    -nan    -nan    0    0
36.0000000000014    -nan    -nan    -nan    -nan    0    0
36.1000000000014    -nan    -nan    -nan    -nan    0    0
36.2000000000014    -nan    -nan    -nan    -nan    0    0
36.3000000000013    -nan    -nan    -nan    -nan    0    0
36.4000000000013    -nan    -nan    -nan    -nan    0    0
36.5000000000013    -nan    -nan    -nan    -nan    0    0
36.6000000000013    -nan    -nan    -nan    -nan    0    0
36.7000000000013    -nan    -nan    -nan    -nan    0    0
36.8000000000012    -nan    -nan    -nan    -nan    0    0
36.9000000000012    -nan    -nan    -nan    -nan    0    0
37.0000000000012    -nan    -nan    -nan    -nan    0    0
37.1000000000012    -nan    -nan    -nan    -nan    0    0
37.2000000000012    -nan    -nan    -nan    -nan    0    0
37.3000000000011    -nan    -nan    -nan    -nan    0    0
37.4000000000011    -nan    -nan    -nan    -nan    0    0
37.5000000000011    -nan    -nan    -nan    -nan    0    0
37.6000000000011    -nan    -nan    -nan    -nan    0    0
37.7000000000011    -nan    -nan    -nan    -nan    0    0
37.800000000001    -nan    -nan    -nan    -nan    0    0
37.900000000001    -nan    -nan    -nan    -nan    0    0
38.000000000001    -nan    -nan    -nan    -nan    0    0
38.100000000001    -nan    -nan    -nan    -nan    0    0
38.200000000001    -nan    -nan    -nan    -nan    0    0
38.3000000000009    -nan    -nan    -nan    -nan    0    0
38.4000000000009    -nan    -nan    -nan    -nan    0    0
38.5000000000009    -nan    -nan    -nan    -nan    0    0
38.6000000000009    -nan    -nan    -nan    -nan    0    0
38.7000000000009    -nan    -nan    -nan    -nan    0    0
38.8000000000008    -nan    -nan    -nan    -nan    0    0
38.9000000000008    -nan    -nan    -nan    -nan    0    0
39.0000000000008    -nan    -nan    -nan    -nan    0    0
39.1000000000008    -nan    -nan    -nan    -nan    0    0
39.2000000000008    -nan    -nan    -nan    -nan    0    0
39.3000000000008    -nan    -nan    -nan    -nan    0    0
39.4000000000007    -nan    -nan    -nan    -nan    0    0
39.5000000000007    -nan    -nan    -nan    -nan    0    0
39.6000000000007    -nan    -nan    -nan    -nan    0    0
39.7000000000007    -nan    -nan    -nan    -nan    0    0
39.8000000000007    -nan    -nan    -nan    -nan    0    0
39.9000000000006    -nan    -nan    -nan    -nan    0    0
40.0000000000006    -nan    -nan    -nan    -nan    0    0
40.1000000000006    -nan    -nan    -nan    -nan    0    0
40.2000000000006    -nan    -nan    -nan    -nan    0    0
40.3000000000006    -nan    -nan    -nan    -nan    0    0
40.4000000000005    -nan    -nan    -nan    -nan    0    0
40.5000000000005    -nan    -nan    -nan    -nan    0    0
40.6000000000005    -nan    -nan    -nan    -nan    0    0
40.7000000000005    -nan    -nan    -nan    -nan    0    0
40.8000000000005    -nan    -nan    -nan    -nan    0    0
40.9000000000004    -nan    -nan    -nan    -nan    0    0
41.0000000000004    -nan    -nan    -nan    -nan    0    0
41.1000000000004    -nan    -nan    -nan    -nan    0    0
41.2000000000004    -nan    -nan    -nan    -nan    0    0
41.3000000000004    -nan    -nan    -nan    -nan    0    0
41.4000000000003    -nan    -nan    -nan    -nan    0    0
41.5000000000003    -nan    -nan    -nan    -nan    0    0
41.6000000000003    -nan    -nan    -nan    -nan    0    0
41.7000000000003    -nan    -nan    -nan    -nan    0    0
41.8000000000003    -nan    -nan    -nan    -nan    0    0
41.9000000000002    -nan    -nan    -nan    -nan    0    0
42.0000000000002    -nan    -nan    -nan    -nan    0    0
42.1000000000002    -nan    -nan    -nan    -nan    0    0
42.2000000000002    -nan    -nan    -nan    -nan    0    0
42.3000000000002    -nan    -nan    -nan    -nan    0    0
42.4000000000001    -nan    -nan    -nan    -nan    0    0
42.5000000000001    -nan    -nan    -nan    -nan    0    0
42.6000000000001    -nan    -nan    -nan    -nan    0    0
42.7000000000001    -nan    -nan    -nan    -nan    0    0
42.8000000000001    -nan    -nan    -nan    -nan    0    0
42.9    -nan    -nan    -nan    -nan    0    0
43    -nan    -nan    -nan    -nan    0    0
43.1    -nan    -nan    -nan    -nan    0    0
43.2    -nan    -nan    -nan    -nan    0    0
43.3    -nan    -nan    -nan    -nan    0    0
43.3999999999999    -nan    -nan    -nan    -nan    0    0
43.4999999999999    -nan    -nan    -nan    -nan    0    0
43.5999999999999    -nan    -nan    -nan    -nan    0    0
43.6999999999999    -nan    -nan    -nan    -nan    0    0
43.7999999999999    -nan    -nan    -nan    -nan    0    0
43.8999999999998    -nan    -nan    -nan    -nan    0    0
43.9999999999998    -nan    -nan    -nan    -nan    0    0
44.0999999999998    -nan    -nan    -nan    -nan    0    0
44.1999999999998    -nan    -nan    -nan    -nan    0    0
44.2999999999998    -nan    -nan    -nan    -nan    0    0
44.3999999999997    -nan    -nan    -nan    -nan    0    0
44.4999999999997    -nan    -nan    -nan    -nan    0    0
44.5999999999997    -nan    -nan    -nan    -nan    0    0
44.6999999999997    -nan    -nan    -nan    -nan    0    0
44.7999999999997    -nan    -nan    -nan    -nan    0    0
44.8999999999996    -nan    -nan    -nan    -nan    0    0
44.9999999999996    -nan    -nan    -nan    -nan    0    0
45.0999999999996    -nan    -nan    -nan    -nan    0    0
45.1999999999996    -nan    -nan    -nan    -nan    0    0
45.2999999999996    -nan    -nan    -nan    -nan    0    0
45.3999999999995    -nan    -nan    -nan    -nan    0    0
45.4999999999995    -nan    -nan    -nan    -nan    0    0
45.5999999999995    -nan    -nan    -nan    -nan    0    0
45.6999999999995    -nan    -nan    -nan    -nan    0    0
45.7999999999995    -nan    -nan    -nan    -nan    0    0
45.8999999999994    -nan    -nan    -nan    -nan    0    0
45.9999999999994    -nan    -nan    -nan    -nan    0    0
46.0999999999994    -nan    -nan    -nan    -nan    0    0
46.1999999999994    -nan    -nan    -nan    -nan    0    0
46.2999999999994    -nan    -nan    -nan    -nan    0    0
46.3999999999993    -nan    -nan    -nan    -nan    0    0
46.4999999999993    -nan    -nan    -nan    -nan    0    0
46.5999999999993    -nan    -nan    -nan    -nan    0    0
46.6999999999993    -nan    -nan    -nan    -nan    0    0
46.7999999999993    -nan    -nan    -nan    -nan    0    0
46.8999999999992    -nan    -nan    -nan    -nan    0    0
46.9999999999992    -nan    -nan    -nan    -nan    0    0
47.0999999999992    -nan    -nan    -nan    -nan    0    0
47.1999999999992    -nan    -nan    -nan    -nan    0    0
47.2999999999992    -nan    -nan    -nan    -nan    0    0
47.3999999999991    -nan    -nan    -nan    -nan    0    0
47.4999999999991    -nan    -nan    -nan    -nan    0    0
47.5999999999991    -nan    -nan    -nan    -nan    0    0
47.6999999999991    -nan    -nan    -nan    -nan    0    0
47.7999999999991    -nan    -nan    -nan    -nan    0    0
47.899999999999    -nan    -nan    -nan    -nan    0    0
47.999999999999    -nan    -nan    -nan    -nan    0    0
48.099999999999    -nan    -nan    -nan    -nan    0    0
48.199999999999    -nan    -nan    -nan    -nan    0    0
48.299999999999    -nan    -nan    -nan    -nan    0    0
48.3999999999989    -nan    -nan    -nan    -nan    0    0
48.4999999999989    -nan    -nan    -nan    -nan    0    0
48.5999999999989    -nan    -nan    -nan    -nan    0    0
48.6999999999989    -nan    -nan    -nan    -nan    0    0
48.7999999999989    -nan    -nan    -nan    -nan    0    0
48.8999999999988    -nan    -nan    -nan    -nan    0    0
48.9999999999988    -nan    -nan    -nan    -nan    0    0
49.0999999999988    -nan    -nan    -nan    -nan    0    0
49.1999999999988    -nan    -nan    -nan    -nan    0    0
49.2999999999988    -nan    -nan    -nan    -nan    0    0
49.3999999999987    -nan    -nan    -nan    -nan    0    0
49.4999999999987    -nan    -nan    -nan    -nan    0    0
49.5999999999987    -nan    -nan    -nan    -nan    0    0
49.6999999999987    -nan    -nan    -nan    -nan    0    0
49.7999999999987    -nan    -nan    -nan    -nan    0    0
49.8999999999986    -nan    -nan    -nan    -nan    0    0
